Moana serial number, 874
Download time, 10/06/2025 09:00:02
Deck unit serial number, 5361
Moana calibration date, 17/08/2023
Moana Battery, 3.56 (V)
Date quality controlled, 2025-06-10T12:03:14 +0000
Vessel Name, Green Mountain 
Vessel ID, NA
Cellular upload position, NA
Deck unit battery voltage, 4.16
QC_FLAG Key, 1=good 2=probably good 3=probably bad 4=bad
,DATETIME [UTC],LATITUDE,LONGITUDE,TEMPERATURE [degC],DEPTH [m],QC_FLAG
359,2025-06-10T08:58:40,29.113936,197.529005,20.47,102.6,2
360,2025-06-10T08:58:42,29.113936,197.529005,20.51,101.2,2
361,2025-06-10T08:58:44,29.113936,197.529005,20.54,100.1,2
362,2025-06-10T08:58:46,29.113936,197.529005,20.55,98.5,2
363,2025-06-10T08:58:48,29.113936,197.529005,20.58,97.1,2
364,2025-06-10T08:58:49,29.113936,197.529005,20.6,95.8,2
365,2025-06-10T08:58:51,29.113936,197.529005,20.61,94.7,2
366,2025-06-10T08:58:53,29.113936,197.529005,20.62,93.3,2
367,2025-06-10T08:58:54,29.113936,197.529005,20.63,92.1,2
368,2025-06-10T08:58:56,29.113936,197.529005,20.65,90.3,2
369,2025-06-10T08:58:58,29.113936,197.529005,20.68,88.7,2
370,2025-06-10T08:59:00,29.113936,197.529005,20.72,87.6,2
371,2025-06-10T08:59:02,29.113936,197.529005,20.73,85.5,2
372,2025-06-10T08:59:04,29.113936,197.529005,20.76,83.7,2
373,2025-06-10T08:59:05,29.113936,197.529005,20.78,82.3,2
374,2025-06-10T08:59:07,29.113936,197.529005,20.82,80.7,2
375,2025-06-10T08:59:09,29.113936,197.529005,20.88,78.7,2
376,2025-06-10T08:59:10,29.113936,197.529005,20.89,77.6,2
377,2025-06-10T08:59:11,29.113936,197.529005,20.91,76.3,2
378,2025-06-10T08:59:13,29.113936,197.529005,20.95,74.5,2
379,2025-06-10T08:59:14,29.113936,197.529005,21.01,73.3,2
380,2025-06-10T08:59:15,29.113936,197.529005,21.05,71.9,2
381,2025-06-10T08:59:17,29.113936,197.529005,21.17,69.8,2
382,2025-06-10T08:59:19,29.113936,197.529005,21.29,67.3,2
383,2025-06-10T08:59:20,29.113936,197.529005,21.31,66.0,2
384,2025-06-10T08:59:21,29.113936,197.529005,21.33,64.9,2
385,2025-06-10T08:59:22,29.113936,197.529005,21.35,63.9,2
386,2025-06-10T08:59:23,29.113936,197.529005,21.36,62.3,2
387,2025-06-10T08:59:24,29.113936,197.529005,21.37,61.3,2
388,2025-06-10T08:59:25,29.113936,197.529005,21.41,60.3,2
389,2025-06-10T08:59:26,29.113936,197.529005,21.46,58.6,2
390,2025-06-10T08:59:27,29.113936,197.529005,21.51,56.9,2
391,2025-06-10T08:59:28,29.113936,197.529005,21.6,55.6,2
392,2025-06-10T08:59:29,29.113936,197.529005,21.77,53.7,2
393,2025-06-10T08:59:30,29.113936,197.529005,21.86,52.0,2
394,2025-06-10T08:59:31,29.113936,197.529005,22.01,50.9,2
395,2025-06-10T08:59:32,29.113936,197.529005,22.13,49.1,2
396,2025-06-10T08:59:33,29.113936,197.529005,22.15,47.0,2
397,2025-06-10T08:59:34,29.113936,197.529005,22.22,45.1,2
398,2025-06-10T08:59:36,29.113936,197.529005,22.37,42.1,2
399,2025-06-10T08:59:37,29.113936,197.529005,22.51,39.8,2
400,2025-06-10T08:59:38,29.113936,197.529005,22.57,37.4,2
401,2025-06-10T08:59:39,29.113936,197.529005,22.65,36.2,2
402,2025-06-10T08:59:40,29.113936,197.529005,22.74,33.9,2
403,2025-06-10T08:59:41,29.113936,197.529005,22.85,32.0,2
404,2025-06-10T08:59:42,29.113936,197.529005,23.02,29.3,2
405,2025-06-10T08:59:43,29.113936,197.529005,23.43,27.4,2
406,2025-06-10T08:59:44,29.113936,197.529005,23.65,25.3,2
407,2025-06-10T08:59:45,29.113936,197.529005,23.73,22.4,2
408,2025-06-10T08:59:46,29.113936,197.529005,23.78,20.0,2
409,2025-06-10T08:59:47,29.113936,197.529005,23.86,18.0,2
410,2025-06-10T08:59:48,29.113936,197.529005,23.93,15.4,2
411,2025-06-10T08:59:49,29.113936,197.529005,24.17,11.6,2
412,2025-06-10T08:59:50,29.113936,197.529005,24.52,9.4,2
413,2025-06-10T08:59:51,29.113936,197.529005,24.54,6.3,2
414,2025-06-10T08:59:52,29.113936,197.529005,24.54,3.4,2
415,2025-06-10T08:59:53,29.113936,197.529005,24.54,1.1,2
416,2025-06-10T08:59:55,29.113936,197.529005,24.5,-0.6,4
